asset_path,license,source_url,intended_use
code/java/mockito-bdd.java,MIT,https://raw.githubusercontent.com/mockito/mockito/main/mockito-core/src/main/java/org/mockito/BDDMockito.java,Mockito BDDMockito.java (MIT) — vs_code Java multi-language coverage
code/go/gin-handler.go,MIT,https://raw.githubusercontent.com/gin-gonic/gin/master/gin.go,Gin web framework gin.go (MIT) — vs_code Go format/F&R
code/go/chi-mux.go,MIT,https://raw.githubusercontent.com/go-chi/chi/master/mux.go,go-chi router mux.go (MIT) — vs_code Go variant
code/typescript/typescript-types.ts,Apache-2.0,https://raw.githubusercontent.com/microsoft/TypeScript/main/src/lib/es5.d.ts,TypeScript es5.d.ts (Apache-2.0; truncated 500 lines) — vs_code TS type-defs
code/typescript/vscode-uri.ts,MIT,https://raw.githubusercontent.com/microsoft/vscode-uri/main/src/uri.ts,vscode-uri uri.ts (MIT) — vs_code real TS source
code/rust/serde-lib.rs,MIT,https://raw.githubusercontent.com/serde-rs/serde/master/serde/src/lib.rs,serde lib.rs (MIT/Apache dual) — vs_code Rust coverage
code/rust/tokio-lib.rs,MIT,https://raw.githubusercontent.com/tokio-rs/tokio/master/tokio/src/lib.rs,tokio lib.rs (MIT) — vs_code Rust async runtime sample
# Additional expansion: more Gutenberg texts + Wikipedia + JSON samples
docs/gutenberg/art-of-war.txt,PD-Gutenberg,https://www.gutenberg.org/files/132/132-0.txt,Sun Tzu Art of War — multi_apps/os text-pipeline (philosophy genre)
docs/gutenberg/importance-of-being-earnest.txt,PD-Gutenberg,https://www.gutenberg.org/files/844/844-0.txt,Wilde drama — multi_apps text genre variety
docs/gutenberg/metamorphosis.txt,PD-Gutenberg,https://www.gutenberg.org/files/5200/5200-0.txt,Kafka Metamorphosis — multi_apps text genre variety
docs/gutenberg/sherlock-adventures.txt,PD-Gutenberg,https://www.gutenberg.org/files/1661/1661-0.txt,Sherlock Holmes Adventures — multi_apps mystery genre
docs/gutenberg/moby-dick.txt,PD-Gutenberg,https://www.gutenberg.org/files/2701/2701-0.txt,Moby Dick — multi_apps long-form text
docs/gutenberg/tom-sawyer.txt,PD-Gutenberg,https://www.gutenberg.org/files/74/74-0.txt,Tom Sawyer — multi_apps adventure genre
docs/gutenberg/treasure-island.txt,PD-Gutenberg,https://www.gutenberg.org/files/120/120-0.txt,Treasure Island — multi_apps adventure
html/wikipedia/pizza.html,CC-BY-SA,https://en.wikipedia.org/api/rest_v1/page/html/Pizza,Wikipedia Pizza — chrome food-topic content
html/wikipedia/yoga.html,CC-BY-SA,https://en.wikipedia.org/api/rest_v1/page/html/Yoga,Wikipedia Yoga — chrome wellness/lifestyle
html/wikipedia/origami.html,CC-BY-SA,https://en.wikipedia.org/api/rest_v1/page/html/Origami,Wikipedia Origami — chrome arts/crafts
html/wikipedia/volleyball.html,CC-BY-SA,https://en.wikipedia.org/api/rest_v1/page/html/Volleyball,Wikipedia Volleyball — chrome sports
html/wikipedia/beethoven.html,CC-BY-SA,https://en.wikipedia.org/api/rest_v1/page/html/Beethoven,Wikipedia Beethoven — chrome music
html/wikipedia/mona-lisa.html,CC-BY-SA,https://en.wikipedia.org/api/rest_v1/page/html/Mona_Lisa,Wikipedia Mona Lisa — chrome art
html/wikipedia/octopus.html,CC-BY-SA,https://en.wikipedia.org/api/rest_v1/page/html/Octopus,Wikipedia Octopus — chrome wildlife/biology
html/wikipedia/volcano.html,CC-BY-SA,https://en.wikipedia.org/api/rest_v1/page/html/Volcano,Wikipedia Volcano — chrome geology
html/wikipedia/paper-airplane.html,CC-BY-SA,https://en.wikipedia.org/api/rest_v1/page/html/Paper_airplane,Wikipedia Paper Airplane — chrome short article
html/wikipedia/lego.html,CC-BY-SA,https://en.wikipedia.org/api/rest_v1/page/html/Lego,Wikipedia Lego — chrome consumer/toys
data/json/github-rust-repo.json,GitHub-API,https://api.github.com/repos/rust-lang/rust,GitHub API repo metadata sample — multi_apps json parse
data/json/openweather-sample.json,CC0,manual:openweather-current-weather-sample,OpenWeatherMap current-weather API sample payload (hand-authored) — multi_apps json parse
